date,state,infected,landed flights,month
9/1/2020,NE,34287,241,October
9/1/2020,WV,10507,257,June
9/1/2020,AR,61497,273,October
9/1/2020,UT,52403,296,January
9/1/2020,WA,74635,315,September
9/1/2020,NJ,192290,330,February
9/1/2020,MA,128888,355,January
9/1/2020,NV,69633,405,April
9/1/2020,MN,76355,491,February
9/1/2020,AZ,202342,507,January
9/1/2020,IA,63919,591,October
9/1/2020,MD,108863,614,March
9/1/2020,MS,83584,634,February
9/1/2020,OK,59399,666,July
9/1/2020,LA,149583,689,September
9/1/2020,IN,94891,695,November
9/1/2020,NY,435510,754,May
9/1/2020,PA,134795,770,November
9/1/2020,KY,49185,789,September
9/1/2020,MI,113820,795,December
9/1/2020,SC,119846,854,August
9/1/2020,VA,121615,1021,October
9/1/2020,WI,81604,1036,September
9/1/2020,MO,85755,1058,December
9/1/2020,TN,156329,1396,October
9/1/2020,OH,124610,1453,April
9/1/2020,IL,238217,1492,December
9/1/2020,AL,127616,1558,January
9/1/2020,NC,169424,2111,August
9/1/2020,GA,272697,2226,August
9/1/2020,CA,707797,3712,October
9/1/2020,TX,617333,4364,July
9/1/2020,FL,631040,7569,November
9/2/2020,VT,1637,2,November
9/2/2020,VI,1143,4,June
9/2/2020,DE,17549,14,October
9/2/2020,ME,4567,19,December
9/2/2020,DC,14077,28,July
9/2/2020,WY,3911,45,April
9/2/2020,GU,1494,47,April
9/2/2020,AK,6233,73,June
9/2/2020,RI,22078,76,May
9/2/2020,CT,53108,102,October
9/2/2020,NM,25460,108,August
9/2/2020,OR,27075,129,September
9/2/2020,WV,10642,135,March
9/2/2020,HI,8653,181,July
9/2/2020,MT,7691,182,March
9/2/2020,NV,69872,239,August
9/2/2020,SD,14003,254,March
9/2/2020,ND,12270,266,May
9/2/2020,ID,32368,280,January
9/2/2020,NE,34574,287,February
9/2/2020,WA,74939,304,July
9/2/2020,NJ,192595,305,August
9/2/2020,CO,57775,351,April
9/2/2020,UT,52822,419,May
9/2/2020,MD,109319,456,November
9/2/2020,AZ,202861,519,September
9/2/2020,WI,82182,578,May
9/2/2020,PR,34003,582,November
9/2/2020,AR,62112,615,September
9/2/2020,AL,128239,623,March
9/2/2020,MI,114468,648,August
9/2/2020,SC,120503,657,August
9/2/2020,NY,436218,708,March
9/2/2020,OK,60118,719,December
9/2/2020,IA,64645,726,January
9/2/2020,MN,77085,730,November
9/2/2020,MS,84365,781,July
9/2/2020,KY,49991,806,October
9/2/2020,PA,135611,816,August
9/2/2020,IN,95750,859,September
9/2/2020,VA,122542,927,August
9/2/2020,NC,170553,1129,January
9/2/2020,LA,150734,1151,September
9/2/2020,OH,125767,1157,April
9/2/2020,KS,43940,1328,December
9/2/2020,MO,87213,1458,June
9/2/2020,TN,157831,1502,April
9/2/2020,GA,274613,1916,January
9/2/2020,IL,240345,2128,December
9/2/2020,FL,633442,2402,October
9/2/2020,CA,712052,4255,May
9/2/2020,TX,621667,4334,October
9/3/2020,WY,3939,28,July
9/3/2020,ME,4617,50,February
9/3/2020,NH,7347,50,September
9/3/2020,DC,14135,58,November
9/3/2020,RI,22143,65,October
9/3/2020,GU,1560,66,January
9/3/2020,CT,53209,101,November
9/3/2020,DE,17653,104,May
9/3/2020,AK,6339,106,September
9/3/2020,NM,25612,152,October
9/3/2020,MT,7871,180,January
9/3/2020,PR,34198,195,June
9/3/2020,WV,10845,203,January
9/3/2020,CO,58019,244,October
9/3/2020,OR,27336,261,November
9/3/2020,ID,32664,296,April
9/3/2020,SD,14337,334,August
9/3/2020,HI,8991,338,June
9/3/2020,NV,70223,351,October
9/3/2020,ND,12629,359,May
9/3/2020,NJ,192973,378,August
9/3/2020,MA,121546,415,March
9/3/2020,NE,34995,421,January
9/3/2020,WA,75377,438,February
9/3/2020,UT,53326,504,October
9/3/2020,MD,110012,693,April
9/3/2020,WI,82922,740,January
9/3/2020,MS,85116,751,July
9/3/2020,MI,115242,774,February
9/3/2020,LA,151547,813,July
9/3/2020,IA,65523,878,June
9/3/2020,NY,437107,889,April
9/3/2020,KY,50885,894,October
9/3/2020,OK,61027,909,February
9/3/2020,MN,78123,1038,March
9/3/2020,AL,129285,1046,June
9/3/2020,AZ,203953,1092,December
9/3/2020,IN,96854,1104,July
9/3/2020,VA,123668,1126,December
9/3/2020,PA,136771,1160,March
9/3/2020,SC,121696,1193,June
9/3/2020,OH,127112,1345,September
9/3/2020,IL,241705,1360,June
9/3/2020,AR,63504,1392,September
9/3/2020,MO,88610,1397,March
9/3/2020,NC,172209,1656,April
9/3/2020,TN,159546,1715,October
9/3/2020,GA,277288,2675,July
9/3/2020,FL,637013,3571,August
9/3/2020,TX,625347,3680,February
9/3/2020,CA,717177,5125,August
9/4/2020,VT,1642,5,April
9/4/2020,VI,1150,6,May
9/4/2020,ME,4632,15,February
9/4/2020,NH,7368,21,October
9/4/2020,PR,34241,43,February
9/4/2020,WY,3989,50,July
9/4/2020,DC,14186,51,April
9/4/2020,GU,1619,59,July
9/4/2020,DE,17752,99,July
9/4/2020,RI,22243,100,February
9/4/2020,AK,6469,130,April
9/4/2020,MT,8019,148,November
9/4/2020,CT,53365,156,February
9/4/2020,WV,11037,192,April
9/4/2020,NM,25812,200,May
9/4/2020,HI,9202,211,January
9/4/2020,MA,121758,212,August
9/4/2020,SD,14596,259,July
9/4/2020,ID,32927,263,December
9/4/2020,OR,27601,265,March
9/4/2020,CO,58287,268,December
9/4/2020,ND,12971,342,September
9/4/2020,NJ,193422,449,June
9/4/2020,NE,35469,474,January
9/4/2020,WA,75856,479,September
9/4/2020,NV,70712,489,October
9/4/2020,UT,53839,513,September
9/4/2020,AZ,204681,728,March
9/4/2020,KY,51677,792,November
9/4/2020,MD,110831,819,February
9/4/2020,LA,152369,822,July
9/4/2020,MS,85939,823,January
9/4/2020,MN,78966,843,April
9/4/2020,NY,437971,864,March
9/4/2020,PA,137662,891,December
9/4/2020,OK,62040,1013,December
9/4/2020,IN,97884,1030,December
9/4/2020,TN,160597,1051,April
9/4/2020,MI,116295,1053,November
9/4/2020,IA,66614,1091,January
9/4/2020,AL,130393,1108,September
9/4/2020,VA,124779,1111,May
9/4/2020,AR,64678,1174,February
9/4/2020,KS,45220,1280,January
9/4/2020,OH,128444,1332,March
9/4/2020,WI,84464,1542,March
9/4/2020,MO,90215,1605,January
9/4/2020,SC,123325,1629,June
9/4/2020,NC,174254,2045,March
9/4/2020,GA,279354,2066,March
9/4/2020,FL,640211,3198,December
9/4/2020,CA,722283,5106,February
9/4/2020,TX,630829,5482,July
9/4/2020,IL,247299,5594,January
9/5/2020,VT,1647,5,May
9/5/2020,VI,1167,17,March
9/5/2020,WY,4006,17,June
9/5/2020,ME,4667,35,September
9/5/2020,DC,14238,52,April
9/5/2020,GU,1671,52,December
9/5/2020,NH,7424,56,September
9/5/2020,NM,25902,90,October
9/5/2020,AK,6567,98,July
9/5/2020,DE,17892,140,June
9/5/2020,MT,8164,145,August
9/5/2020,NE,35661,192,December
9/5/2020,RI,22484,241,June
9/5/2020,PR,34492,251,October
9/5/2020,WV,11289,252,May
9/5/2020,OR,27856,255,August
9/5/2020,ID,33196,269,April
9/5/2020,HI,9473,271,September
9/5/2020,SD,14889,293,August
9/5/2020,NJ,193747,325,December
9/5/2020,ND,13327,356,November
9/5/2020,CO,58655,368,December
9/5/2020,NV,71102,390,September
9/5/2020,UT,54272,433,May
9/5/2020,MA,122196,438,September
9/5/2020,WA,76335,479,July
9/5/2020,MS,86478,539,February
9/5/2020,AR,65226,548,March
9/5/2020,MD,111607,776,January
9/5/2020,KY,52464,787,October
9/5/2020,NY,438772,801,January
9/5/2020,AZ,205516,835,July
9/5/2020,MI,117191,896,November
9/5/2020,MN,79880,914,August
9/5/2020,VA,125727,948,September
9/5/2020,PA,138625,963,December
9/5/2020,SC,124289,964,February
9/5/2020,WI,85463,999,May
9/5/2020,IA,67642,1028,June
9/5/2020,IN,98961,1077,July
9/5/2020,OK,63187,1147,March
9/5/2020,OH,129785,1341,November
9/5/2020,AL,131803,1410,May
9/5/2020,NC,175815,1561,November
9/5/2020,TN,162362,1765,June
9/5/2020,MO,92202,1987,June
9/5/2020,GA,281548,2194,March
9/5/2020,IL,250105,2806,March
9/5/2020,FL,643867,3656,February
9/5/2020,TX,635315,4486,May
9/5/2020,CA,727239,4956,September
9/6/2020,VI,1181,14,November
9/6/2020,ME,4682,15,January
9/6/2020,NH,7447,23,November
9/6/2020,WY,4032,26,March
9/6/2020,RI,22519,35,February
9/6/2020,DC,14279,41,March
9/6/2020,PR,34533,41,April
9/6/2020,AK,6656,89,May
9/6/2020,MT,8264,100,November
9/6/2020,WV,11412,123,September
9/6/2020,NE,35805,144,July
9/6/2020,NM,26048,146,March
9/6/2020,DE,18043,151,November
9/6/2020,OR,28044,188,December
9/6/2020,HI,9693,220,July
9/6/2020,SD,15109,220,April
9/6/2020,AZ,205766,250,March
9/6/2020,ID,33477,281,October
9/6/2020,ND,13626,299,May
9/6/2020,KY,52774,310,March
9/6/2020,NJ,194058,311,June
9/6/2020,CO,58989,334,March
9/6/2020,MA,122562,366,June
9/6/2020,UT,54660,388,March
9/6/2020,MS,86888,410,March
9/6/2020,OK,63607,420,April
9/6/2020,WA,76836,501,January
9/6/2020,NV,71610,508,October
9/6/2020,AL,132314,511,June
9/6/2020,MD,112119,512,March
9/6/2020,IA,68291,649,February
9/6/2020,SC,124952,663,March
9/6/2020,PA,139316,691,May
9/6/2020,MN,80587,707,April
9/6/2020,NY,439501,729,June
9/6/2020,OH,130558,773,September
9/6/2020,IN,99804,843,May
9/6/2020,WI,86353,890,August
9/6/2020,NC,176901,1086,June
9/6/2020,VA,126926,1199,January
9/6/2020,MO,93434,1232,September
9/6/2020,LA,153764,1395,December
9/6/2020,IL,251508,1403,May
9/6/2020,GA,283199,1651,April
9/6/2020,TN,164126,1764,February
9/6/2020,FL,646431,2564,August
9/6/2020,TX,638310,2995,November
9/6/2020,CA,732144,4905,December
9/7/2020,VT,1651,3,July
9/7/2020,VI,1190,9,January
9/7/2020,ME,4701,19,April
9/7/2020,NH,7476,29,August
9/7/2020,AK,6690,34,May
9/7/2020,DC,14315,36,April
9/7/2020,MT,8316,52,January
9/7/2020,RI,22572,53,October
9/7/2020,NM,26107,59,January
9/7/2020,NE,35886,81,April
9/7/2020,OR,28190,146,April
9/7/2020,HI,9855,162,May
9/7/2020,WV,11575,163,January
9/7/2020,ND,13797,171,May
9/7/2020,ID,33667,190,June
9/7/2020,SD,15300,191,August
9/7/2020,AZ,205964,198,January
9/7/2020,DE,18249,206,December
9/7/2020,MA,122791,229,June
9/7/2020,MS,87130,242,March
9/7/2020,CO,59274,285,December
9/7/2020,KY,53064,290,August
9/7/2020,LA,154073,309,October
9/7/2020,NJ,194390,332,May
9/7/2020,NV,71967,357,July
9/7/2020,UT,55033,373,January
9/7/2020,IA,68684,393,May
9/7/2020,WA,77235,399,April
9/7/2020,NY,440021,520,March
9/7/2020,PA,139863,547,December
9/7/2020,WI,86928,575,April
9/7/2020,IN,100394,590,November
9/7/2020,GA,283807,608,May
9/7/2020,OK,64220,613,March
9/7/2020,MN,81225,638,September
9/7/2020,VA,127571,645,December
9/7/2020,SC,125607,655,August
9/7/2020,AL,132973,659,August
9/7/2020,MD,112883,764,March
9/7/2020,OH,131336,778,November
9/7/2020,PR,35375,842,January
9/7/2020,MO,94340,906,January
9/7/2020,TN,165109,983,March
9/7/2020,NC,177919,1018,October
9/7/2020,AR,66280,1054,February
9/7/2020,MI,118403,1212,August
9/7/2020,IL,252889,1381,March
9/7/2020,KS,46914,1694,June
9/7/2020,FL,648269,1838,September
9/7/2020,TX,640370,2060,December
9/7/2020,CA,735235,3091,September
9/8/2020,VT,1654,3,July
9/8/2020,ME,4713,12,October
9/8/2020,NH,7494,18,August
9/8/2020,RI,22592,20,May
9/8/2020,AK,6724,34,December
9/8/2020,NM,26144,37,March
9/8/2020,GU,1713,42,October
9/8/2020,DC,14362,47,February
9/8/2020,DE,18308,59,August
9/8/2020,MT,8381,65,August
9/8/2020,WY,4103,71,July
9/8/2020,ID,33741,74,April
9/8/2020,ND,13872,75,July
9/8/2020,AZ,206045,81,January
9/8/2020,WV,11661,86,May
9/8/2020,NE,35975,89,May
9/8/2020,SD,15403,103,November
9/8/2020,HI,9959,104,November
9/8/2020,PR,35504,129,July
9/8/2020,NV,72104,137,September
9/8/2020,OR,28355,165,September
9/8/2020,MA,122962,171,June
9/8/2020,CO,59487,213,July
9/8/2020,MS,87379,249,August
9/8/2020,KY,53319,255,April
9/8/2020,LA,154329,256,December
9/8/2020,NJ,194667,277,November
9/8/2020,SC,125908,301,March
9/8/2020,UT,55359,326,June
9/8/2020,MD,113239,356,September
9/8/2020,MN,81608,383,June
9/8/2020,IN,100780,386,January
9/8/2020,CT,53782,417,April
9/8/2020,IA,69139,455,July
9/8/2020,AR,66757,477,July
9/8/2020,PA,140359,496,November
9/8/2020,MI,118902,499,July
9/8/2020,NY,440578,557,October
9/8/2020,AL,133606,633,March
9/8/2020,TN,165754,645,October
9/8/2020,OH,131992,656,April
9/8/2020,NC,178635,716,January
9/8/2020,WI,87677,749,September
9/8/2020,MO,95113,773,September
9/8/2020,OK,65053,833,March
9/8/2020,VA,128407,836,March
9/8/2020,IL,254281,1392,August
9/8/2020,TX,641791,1421,November
9/8/2020,GA,285350,1543,July
9/8/2020,FL,650092,1823,November
9/8/2020,CA,737911,2676,September
9/9/2020,VT,1656,2,July
9/9/2020,PR,35507,3,June
9/9/2020,ME,4734,21,March
9/9/2020,DC,14387,25,March
9/9/2020,NM,26181,37,May
9/9/2020,GU,1758,45,April
9/9/2020,WY,4151,48,October
9/9/2020,AK,6790,66,June
9/9/2020,RI,22676,84,December
9/9/2020,MT,8468,87,November
9/9/2020,CT,53871,89,June
9/9/2020,OR,28471,116,March
9/9/2020,WV,11808,147,October
9/9/2020,NV,72258,154,October
9/9/2020,SD,15571,168,August
9/9/2020,MA,123143,181,February
9/9/2020,CO,59674,187,July
9/9/2020,HI,10156,197,April
9/9/2020,ND,14110,238,May
9/9/2020,ID,33981,240,September
9/9/2020,MN,81868,260,May
9/9/2020,SC,126213,305,February
9/9/2020,UT,55673,314,March
9/9/2020,NJ,194990,323,October
9/9/2020,MD,113575,336,February
9/9/2020,IA,69503,364,May
9/9/2020,MS,87805,426,July
9/9/2020,AZ,206541,496,May
9/9/2020,KS,47410,496,July
9/9/2020,AR,67255,498,April
9/9/2020,NE,36477,502,July
9/9/2020,NY,441154,576,January
9/9/2020,KY,53977,658,April
9/9/2020,IN,101485,705,June
9/9/2020,WA,78009,774,September
9/9/2020,AL,134417,811,December
9/9/2020,TN,166587,833,December
9/9/2020,OK,65929,876,January
9/9/2020,VA,129289,882,December
9/9/2020,NC,179532,897,October
9/9/2020,WI,88590,913,April
9/9/2020,PA,141290,931,March
9/9/2020,MI,119863,961,September
9/9/2020,OH,132965,973,August
9/9/2020,IL,255618,1337,July
9/9/2020,MO,96475,1362,October
9/9/2020,LA,155890,1561,July
9/9/2020,CA,739527,1616,February
9/9/2020,GA,287287,1937,March
9/9/2020,FL,652148,2056,May
9/9/2020,TX,645791,4000,October
9/10/2020,VT,1661,5,December
9/10/2020,VI,1197,6,April
9/10/2020,DC,14412,25,October
9/10/2020,ME,4760,26,June
9/10/2020,WY,4199,48,August
9/10/2020,NH,7573,79,July
9/10/2020,NM,26268,87,March
9/10/2020,GU,1846,88,December
9/10/2020,HI,10254,98,August
9/10/2020,RI,22782,106,April
9/10/2020,AK,6915,125,June
9/10/2020,DE,18466,158,June
9/10/2020,OR,28654,183,April
9/10/2020,MT,8663,195,February
9/10/2020,WV,12017,209,August
9/10/2020,CT,54093,222,November
9/10/2020,CO,59920,246,April
9/10/2020,SD,15834,263,September
9/10/2020,NV,72546,288,November
9/10/2020,ID,34310,329,January
9/10/2020,ND,14443,333,December
9/10/2020,UT,56019,346,October
9/10/2020,SC,126592,379,March
9/10/2020,MN,82249,381,April
9/10/2020,MA,123546,403,October
9/10/2020,NJ,195414,424,May
9/10/2020,NE,36917,440,October
9/10/2020,WA,78467,458,December
9/10/2020,AZ,207002,461,October
9/10/2020,LA,156354,464,September
9/10/2020,MD,114078,503,September
9/10/2020,MS,88322,517,September
9/10/2020,AR,67803,548,March
9/10/2020,PA,141877,587,February
9/10/2020,NY,441911,757,April
9/10/2020,IN,102243,758,September
9/10/2020,OK,66700,771,November
9/10/2020,PR,36279,772,November
9/10/2020,KY,54772,795,September
9/10/2020,IA,70405,902,January
9/10/2020,MI,120846,983,October
9/10/2020,MO,97591,1116,September
9/10/2020,OH,134086,1121,February
9/10/2020,AL,135565,1148,November
9/10/2020,NC,180754,1222,May
9/10/2020,VA,130525,1236,May
9/10/2020,WI,90182,1592,September
9/10/2020,TN,168237,1650,January
9/10/2020,GA,289123,1836,January
9/10/2020,IL,257571,1953,August
9/10/2020,FL,654731,2583,March
9/10/2020,CA,742865,3338,February
9/10/2020,TX,649809,4018,October
9/11/2020,VI,1201,4,June
9/11/2020,VT,1668,7,October
9/11/2020,GU,1863,17,October
9/11/2020,ME,4792,32,June
9/11/2020,NH,7620,47,January
9/11/2020,WY,4264,65,February
9/11/2020,DC,14493,81,September
9/11/2020,AK,7024,109,January
9/11/2020,MT,8785,122,September
9/11/2020,RI,22905,123,September
9/11/2020,WV,12174,157,July
9/11/2020,NM,26429,161,April
9/11/2020,HI,10423,169,October
9/11/2020,OR,28865,211,December
9/11/2020,CT,54326,233,October
9/11/2020,ND,14684,241,September
9/11/2020,NV,72806,260,June
9/11/2020,CO,60185,265,February
9/11/2020,SD,16117,283,June
9/11/2020,PR,36581,302,May
9/11/2020,ID,34617,307,March
9/11/2020,MA,123986,440,August
9/11/2020,NE,37373,456,August
9/11/2020,MN,82716,467,May
9/11/2020,NJ,195888,474,February
9/11/2020,AZ,207523,521,January
9/11/2020,WA,79011,544,September
9/11/2020,MD,114724,646,May
9/11/2020,UT,56675,656,May
9/11/2020,IA,71133,728,September
9/11/2020,LA,157109,755,June
9/11/2020,MS,89175,853,September
9/11/2020,NY,442791,880,April
9/11/2020,KY,55704,932,November
9/11/2020,OK,67642,942,June
9/11/2020,KS,48386,976,August
9/11/2020,PA,142885,1008,December
9/11/2020,VA,131640,1115,July
9/11/2020,AL,136703,1138,July
9/11/2020,AR,68983,1180,June
9/11/2020,OH,135326,1240,November
9/11/2020,IN,103505,1262,July
9/11/2020,MI,122251,1405,February
9/11/2020,WI,91625,1443,January
9/11/2020,NC,182286,1532,May
9/11/2020,MO,99160,1569,December
9/11/2020,TN,169859,1622,August
9/11/2020,GA,290781,1658,June
9/11/2020,IL,259883,2312,January
9/11/2020,SC,129046,2454,May
9/11/2020,CA,746191,3326,December
9/11/2020,TX,653356,3547,October
9/11/2020,FL,658381,3650,September
9/12/2020,VT,1677,9,August
9/12/2020,VI,1211,10,March
9/12/2020,GU,1891,28,January
9/12/2020,NH,7652,32,November
9/12/2020,WY,4297,33,March
9/12/2020,ME,4834,42,February
9/12/2020,DC,14552,59,November
9/12/2020,RI,22999,94,January
9/12/2020,AK,7131,107,December
9/12/2020,NM,26563,134,December
9/12/2020,MT,8925,140,November
9/12/2020,HI,10593,170,February
9/12/2020,DE,18726,260,February
9/12/2020,OR,29156,291,March
9/12/2020,CO,60492,307,April
9/12/2020,SD,16437,320,June
9/12/2020,ID,34950,333,February
9/12/2020,WV,12521,347,September
9/12/2020,NV,73220,414,January
9/12/2020,MS,89620,445,October
9/12/2020,NJ,196337,449,October
9/12/2020,WA,79476,465,January
9/12/2020,ND,15151,467,April
9/12/2020,NE,37841,468,October
9/12/2020,PR,37092,511,October
9/12/2020,MA,124540,554,June
9/12/2020,UT,57247,572,August
9/12/2020,IA,71706,573,January
9/12/2020,AZ,208128,605,September
9/12/2020,KY,56415,711,July
9/12/2020,AR,69710,727,August
9/12/2020,MI,123058,807,February
9/12/2020,MD,115533,809,December
9/12/2020,NY,443640,849,October
9/12/2020,MN,83588,872,January
9/12/2020,PA,143805,920,January
9/12/2020,SC,129978,932,May
9/12/2020,AL,137646,943,February
9/12/2020,OK,68659,1017,March
9/12/2020,TN,170891,1032,August
9/12/2020,IN,104561,1056,May
9/12/2020,OH,136568,1242,July
9/12/2020,VA,132940,1300,November
9/12/2020,WI,93055,1430,December
9/12/2020,NC,183740,1454,March
9/12/2020,MO,101134,1974,May
9/12/2020,IL,262004,2121,September
9/12/2020,GA,292905,2124,February
9/12/2020,FL,661571,3190,May
9/12/2020,CA,750298,4107,March
9/12/2020,TX,657589,4233,February
9/13/2020,VT,1684,7,March
9/13/2020,VI,1220,9,October
9/13/2020,ME,4863,29,September
9/13/2020,DC,14592,40,June
9/13/2020,NH,7696,44,September
9/13/2020,WY,4346,49,August
9/13/2020,AK,7193,62,August
9/13/2020,PA,143881,76,September
9/13/2020,MT,9021,96,September
9/13/2020,NM,26661,98,November
9/13/2020,RI,23098,99,August
9/13/2020,DE,18849,123,December
9/13/2020,HI,10722,129,May
9/13/2020,WV,12699,178,July
9/13/2020,OR,29337,181,December
9/13/2020,SD,16638,201,December
9/13/2020,ID,35167,217,September
9/13/2020,MS,89874,254,July
9/13/2020,NE,38108,267,December
9/13/2020,MA,124826,286,May
9/13/2020,PR,37380,288,June
9/13/2020,NJ,196634,297,September
9/13/2020,NV,73537,317,November
9/13/2020,WA,79826,350,March
9/13/2020,AZ,208512,384,August
9/13/2020,CO,60907,415,November
9/13/2020,ND,15577,426,September
9/13/2020,AR,70219,509,August
9/13/2020,KY,56945,530,June
9/13/2020,MD,116110,577,September
9/13/2020,UT,57875,628,March
9/13/2020,OK,69354,695,August
9/13/2020,MN,84311,723,April
9/13/2020,NY,444365,725,January
9/13/2020,IA,72490,784,October
9/13/2020,OH,137405,837,August
9/13/2020,VA,133814,874,January
9/13/2020,TN,171824,933,April
9/13/2020,AL,138755,1109,August
9/13/2020,NC,184936,1196,June
9/13/2020,IN,105804,1243,December
9/13/2020,LA,158390,1281,May
9/13/2020,GA,294314,1409,April
9/13/2020,IL,263466,1462,February
9/13/2020,MO,102747,1613,August
9/13/2020,WI,94679,1624,October
9/13/2020,TX,659434,1845,July
9/13/2020,SC,131864,1886,June
9/13/2020,FL,663994,2423,February
9/13/2020,CA,754923,4625,October
9/14/2020,VT,1696,12,May
9/14/2020,NH,7714,18,September
9/14/2020,DC,14622,30,August
9/14/2020,RI,23130,32,December
9/14/2020,GU,1927,36,January
9/14/2020,ME,4903,40,November
9/14/2020,WY,4392,46,September
9/14/2020,AK,7270,77,November
9/14/2020,MT,9107,86,April
9/14/2020,DE,18937,88,March
9/14/2020,NM,26761,100,March
9/14/2020,HI,10834,112,November
9/14/2020,ID,35279,112,April
9/14/2020,WV,12820,121,January
9/14/2020,MS,90018,144,July
9/14/2020,OR,29484,147,March
9/14/2020,SD,16801,163,July
9/14/2020,AZ,208725,213,January
9/14/2020,NE,38335,227,November
9/14/2020,MA,125080,254,August
9/14/2020,ND,15831,254,July
9/14/2020,NV,73814,277,June
9/14/2020,WA,80138,312,June
9/14/2020,NJ,196968,334,May
9/14/2020,KY,57282,337,June
9/14/2020,PR,37750,370,January
9/14/2020,IA,72876,386,February
9/14/2020,AR,70627,408,February
9/14/2020,CO,61324,417,December
9/14/2020,LA,158882,492,August
9/14/2020,MD,116646,536,November
9/14/2020,UT,58438,563,April
9/14/2020,CT,54895,569,September
9/14/2020,NY,444948,583,January
9/14/2020,MN,84949,638,February
9/14/2020,AL,139459,704,February
9/14/2020,IN,106540,736,June
9/14/2020,VA,134571,757,December
9/14/2020,SC,132680,816,December
9/14/2020,WI,95497,818,July
9/14/2020,NC,185781,845,July
9/14/2020,OK,70223,869,November
9/14/2020,GA,295337,1023,September
9/14/2020,OH,138484,1079,August
9/14/2020,PA,145063,1182,October
9/14/2020,MI,124287,1229,July
9/14/2020,MO,104079,1332,April
9/14/2020,IL,264839,1373,July
9/14/2020,KS,49899,1513,March
9/14/2020,FL,665730,1736,October
9/14/2020,TN,174274,2450,December
9/14/2020,CA,757778,2855,June
9/14/2020,TX,663445,4011,July
9/15/2020,VI,1225,4,February
9/15/2020,VT,1702,6,August
9/15/2020,ME,4918,15,April
9/15/2020,NH,7748,34,April
9/15/2020,GU,1966,39,July
9/15/2020,AK,7313,43,June
9/15/2020,WY,4438,46,January
9/15/2020,DC,14687,65,January
9/15/2020,HI,10913,79,September
9/15/2020,NM,26842,81,January
9/15/2020,RI,23250,120,July
9/15/2020,CT,55031,136,March
9/15/2020,MT,9244,137,April
9/15/2020,WV,12976,156,March
9/15/2020,OR,29662,178,October
9/15/2020,SD,16994,193,December
9/15/2020,DE,19137,200,July
9/15/2020,NV,74040,226,September
9/15/2020,ND,16064,233,August
9/15/2020,ID,35532,253,October
9/15/2020,NE,38642,307,February
9/15/2020,MA,125393,313,July
9/15/2020,WA,80465,327,August
9/15/2020,LA,159253,371,December
9/15/2020,CO,61699,375,March
9/15/2020,IA,73277,401,November
9/15/2020,MN,85351,402,October
9/15/2020,PR,38172,422,May
9/15/2020,NJ,197404,436,July
9/15/2020,AZ,209209,484,May
9/15/2020,MS,90523,505,September
9/15/2020,UT,59000,562,September
9/15/2020,MD,117245,599,February
9/15/2020,MI,124969,682,June
9/15/2020,IN,107229,689,September
9/15/2020,AL,140160,701,January
9/15/2020,KY,58000,718,September
9/15/2020,AR,71357,730,October
9/15/2020,NY,445714,766,September
9/15/2020,SC,133470,790,December
9/15/2020,VA,135514,943,February
9/15/2020,TN,175231,957,January
9/15/2020,OH,139485,1001,October
9/15/2020,OK,71314,1091,June
9/15/2020,NC,186887,1106,June
9/15/2020,PA,146214,1151,February
9/15/2020,MO,105396,1317,October
9/15/2020,WI,96938,1441,September
9/15/2020,IL,266305,1466,October
9/15/2020,GA,296833,1496,June
9/15/2020,CA,760013,2235,May
9/15/2020,FL,668846,3116,March
9/15/2020,TX,668746,5301,October
9/16/2020,VI,1232,7,July
9/16/2020,ME,4941,23,July
9/16/2020,NH,7780,32,November
9/16/2020,GU,2013,47,March
9/16/2020,AK,7365,52,December
9/16/2020,DC,14743,56,March
9/16/2020,HI,10978,65,January
9/16/2020,NM,26923,81,December
9/16/2020,DE,19234,97,September
9/16/2020,RI,23358,108,April
9/16/2020,PR,38284,112,March
9/16/2020,WY,4566,128,September
9/16/2020,CT,55166,135,August
9/16/2020,MT,9431,187,August
9/16/2020,OR,29850,188,December
9/16/2020,NV,74248,208,March
9/16/2020,WV,13196,220,November
9/16/2020,ND,16333,269,July
9/16/2020,ID,35810,278,April
9/16/2020,SD,17291,297,September
9/16/2020,MA,125699,306,May
9/16/2020,NE,38970,328,November
9/16/2020,WA,80812,347,September
9/16/2020,NJ,197792,388,March
9/16/2020,CO,62099,400,December
9/16/2020,MN,85813,462,August
9/16/2020,IN,107809,580,June
9/16/2020,LA,159865,612,July
9/16/2020,MD,117888,643,June
9/16/2020,NY,446366,652,January
9/16/2020,SC,134122,652,April
9/16/2020,AZ,209907,698,February
9/16/2020,MS,91234,711,June
9/16/2020,UT,59747,747,September
9/16/2020,KY,58764,764,June
9/16/2020,MI,125742,773,February
9/16/2020,PA,146990,776,September
9/16/2020,IA,74080,803,November
9/16/2020,VA,136359,845,December
9/16/2020,AR,72219,862,November
9/16/2020,AL,141087,927,November
9/16/2020,OK,72284,970,January
9/16/2020,KS,50870,971,January
9/16/2020,OH,140518,1033,March
9/16/2020,NC,188024,1137,October
9/16/2020,MO,106587,1191,July
9/16/2020,WI,98440,1502,June
9/16/2020,TN,177087,1856,May
9/16/2020,IL,268246,1941,July
9/16/2020,GA,299056,2223,December
9/16/2020,FL,671201,2355,March
9/16/2020,CA,762963,2950,April
9/16/2020,TX,674772,6026,March
9/17/2020,VT,1705,3,August
